name,loaning_club,player_value_in_moment_of_transfer,league,year
Toto Nsiala,Bolton Wanderers,750 tys. €,GB3,2019
Matty Taylor,Oxford United,750 tys. €,GB3,2019
Chris Cadden,Oxford United,700 tys. €,GB3,2019
Liam Kelly,Oxford United,600 tys. €,GB3,2019
Josh Earl,Bolton Wanderers,500 tys. €,GB3,2019
Jamal Blackman,Bristol Rovers,500 tys. €,GB3,2019
Conor McAleny,Shrewsbury Town,500 tys. €,GB3,2019
Connor Ronan,FC Blackpool,500 tys. €,GB3,2019
Rolando Aarons,Wycombe Wanderers,500 tys. €,GB3,2019
Marc Bola,FC Blackpool,500 tys. €,GB3,2019
Ben Heneghan,FC Blackpool,500 tys. €,GB3,2019
Antoine Semenyo,AFC Sunderland,500 tys. €,GB3,2019
Hakeeb Adelakun,Rotherham United,500 tys. €,GB3,2019
Jason McCarthy,Wycombe Wanderers,500 tys. €,GB3,2019
James Vaughan,Tranmere Rovers,500 tys. €,GB3,2019
Cameron McGeehan,FC Portsmouth,500 tys. €,GB3,2019
Josh Earl,Ipswich Town,500 tys. €,GB3,2019
Daniel Iversen,Rotherham United,500 tys. €,GB3,2019
David Stockdale,Wycombe Wanderers,500 tys. €,GB3,2019
Olly Lee,FC Gillingham,450 tys. €,GB3,2019
Jordan Rossiter,Fleetwood Town,450 tys. €,GB3,2019
Jake Hastie,Rotherham United,450 tys. €,GB3,2019
Courtney Baker-Richardson,Accrington Stanley,350 tys. €,GB3,2019
Mads Bech Sörensen,AFC Wimbledon,350 tys. €,GB3,2019
Jimmy Dunne,Fleetwood Town,300 tys. €,GB3,2019
Lewie Coyle,Fleetwood Town,250 tys. €,GB3,2019
Josh Ginnelly,Bristol Rovers,250 tys. €,GB3,2019
Sean Raggett,FC Portsmouth,250 tys. €,GB3,2019
Joe Day,AFC Wimbledon,250 tys. €,GB3,2019
Conor Shaughnessy,Burton Albion,250 tys. €,GB3,2019
Louis Thompson,Shrewsbury Town,250 tys. €,GB3,2019
Will Norris,Ipswich Town,250 tys. €,GB3,2019
Kean Bryan,Bolton Wanderers,250 tys. €,GB3,2019
Louis Thompson,Milton Keynes Dons,250 tys. €,GB3,2019
Mikael Ndjoli,FC Gillingham,250 tys. €,GB3,2019
Jordan Graham,FC Gillingham,250 tys. €,GB3,2019
Donervon Daniels,Doncaster Rovers,250 tys. €,GB3,2019
Jak Alnwick,FC Blackpool,250 tys. €,GB3,2019
Sam Hart,Shrewsbury Town,250 tys. €,GB3,2019
Thibaud Verlinden,Bolton Wanderers,250 tys. €,GB3,2019
Tyler Walker,Lincoln City,250 tys. €,GB3,2019
Kane Wilson,Tranmere Rovers,250 tys. €,GB3,2019
Paul Smyth,Wycombe Wanderers,250 tys. €,GB3,2019
Jason Lokilo,Doncaster Rovers,200 tys. €,GB3,2019
Harry Souttar,Fleetwood Town,200 tys. €,GB3,2019
Jake Hesketh,Lincoln City,200 tys. €,GB3,2019
Brandon Fleming,Bolton Wanderers,150 tys. €,GB3,2019
Josh Koroma,Rotherham United,150 tys. €,GB3,2019
Carlton Morris,Rotherham United,150 tys. €,GB3,2019
Reece Brown,Peterborough United,150 tys. €,GB3,2019
Seny Dieng,Doncaster Rovers,150 tys. €,GB3,2019
Marcus Forss,AFC Wimbledon,150 tys. €,GB3,2019
Nnamdi Ofoborh,Wycombe Wanderers,150 tys. €,GB3,2019
Jordan Roberts,FC Gillingham,150 tys. €,GB3,2019
Sammie Szmodics,Peterborough United,150 tys. €,GB3,2019
Benny Ashley-Seal,Accrington Stanley,150 tys. €,GB3,2019
Tennai Watson,Coventry City,150 tys. €,GB3,2019
Steve Seddon,FC Portsmouth,150 tys. €,GB3,2019
Jake Wright,Bolton Wanderers,150 tys. €,GB3,2019
Carlton Morris,Milton Keynes Dons,150 tys. €,GB3,2019
Patrik Gunnarsson,Southend United,150 tys. €,GB3,2019
Alfie Jones,FC Gillingham,100 tys. €,GB3,2019
Victor Adeboyejo,Bristol Rovers,100 tys. €,GB3,2019
Ryan Delaney,AFC Wimbledon,100 tys. €,GB3,2019
Connor Simpson,Accrington Stanley,100 tys. €,GB3,2019
Callum Lang,Shrewsbury Town,100 tys. €,GB3,2019
Max Melbourne,Lincoln City,100 tys. €,GB3,2019
Alex Jakubiak,FC Gillingham,100 tys. €,GB3,2019
Anthony Georgiou,Ipswich Town,50 tys. €,GB3,2019
Anthony Georgiou,Bolton Wanderers,50 tys. €,GB3,2019
Aaron Chapman,Tranmere Rovers,25 tys. €,GB3,2019
Alex Woodyard,Tranmere Rovers,25 tys. €,GB3,2019
Bobby Grant,Accrington Stanley,-,GB3,2019
Andy Cook,Tranmere Rovers,-,GB3,2019
Ethan Hamilton,Southend United,-,GB3,2019
Thomas O'Connor,FC Gillingham,-,GB3,2019
Sadou Diallo,Accrington Stanley,-,GB3,2019
Tyreece John-Jules,Lincoln City,-,GB3,2019
Layton Ndukwu,Southend United,-,GB3,2019
Robert Sánchez,AFC Rochdale,-,GB3,2019
Josh Knight,Peterborough United,-,GB3,2019
Morgan Feeney,Tranmere Rovers,-,GB3,2019
Callum O'Hare,Coventry City,-,GB3,2019
Sam McCallum,Coventry City,-,GB3,2019
Aji Alese,Accrington Stanley,-,GB3,2019
Dan Barlaser,Rotherham United,-,GB3,2019
Tyler Smith,Bristol Rovers,-,GB3,2019
Nathan Holland,Oxford United,-,GB3,2019
Nathan Trott,AFC Wimbledon,-,GB3,2019
Jerome Opoku,Accrington Stanley,-,GB3,2019
Tyler Smith,AFC Rochdale,-,GB3,2019
Niall Ennis,Doncaster Rovers,-,GB3,2019
Ethan Hamilton,Bolton Wanderers,-,GB3,2019
Andy Fisher,Milton Keynes Dons,-,GB3,2019
Joe Morrell,Lincoln City,-,GB3,2019
Jacob Ramsey,Doncaster Rovers,-,GB3,2019
Ísak Snaer Thorvaldsson,Fleetwood Town,-,GB3,2019
Timmy Abraham,Bristol Rovers,-,GB3,2019
Tyler Magloire,AFC Rochdale,-,GB3,2019
Kayne Ramsay,Shrewsbury Town,-,GB3,2019
Nathan Broadhead,Burton Albion,-,GB3,2019
Ben Sheaf,Doncaster Rovers,-,GB3,2019
Lewis Gibson,Fleetwood Town,-,GB3,2019
Jayden Mitchell-Lawson,Bristol Rovers,-,GB3,2019
Giles Phillips,Wycombe Wanderers,-,GB3,2019
Kiernan Dewsbury-Hall,FC Blackpool,-,GB3,2019
Rhys Norrington-Davies,AFC Rochdale,-,GB3,2019
Kieran O'Hara,Burton Albion,-,GB3,2019
Jacob Maddox,Tranmere Rovers,-,GB3,2019
Michael Folivi,AFC Wimbledon,-,GB3,2019
Luke McCormick,Shrewsbury Town,-,GB3,2019
Conor Coventry,Lincoln City,-,GB3,2019
Ryan Giles,Coventry City,-,GB3,2019
Luke Matheson,AFC Rochdale,-,GB3,2019
Max Sanders,AFC Wimbledon,-,GB3,2019
Rekeil Pyke,AFC Rochdale,-,GB3,2019
Jordan Ponticelli,Tranmere Rovers,-,GB3,2019
Josef Bursik,Accrington Stanley,-,GB3,2019
Ryan Giles,Shrewsbury Town,-,GB3,2019
Timothy Eyoma,Lincoln City,-,GB3,2019
Julien Lamy,AFC Wimbledon,-,GB3,2019
Richard Nartey,Burton Albion,-,GB3,2019
Cameron John,Doncaster Rovers,-,GB3,2019
Kazaiah Sterling,Leyton Orient,"2,00 mln €",GB4,2019
Cameron Borthwick-Jackson,Oldham Athletic,"1,00 mln €",GB4,2019
Ousseynou Cissé,Leyton Orient,700 tys. €,GB4,2019
Eoin Doyle,Swindon Town,650 tys. €,GB4,2019
Ethan Robson,Grimsby Town,500 tys. €,GB4,2019
Zak Rudden,Plymouth Argyle,400 tys. €,GB4,2019
Glenn Middleton,Bradford City,400 tys. €,GB4,2019
Jack Baldwin,Salford City,400 tys. €,GB4,2019
Rob Hall,Forest Green Rovers,400 tys. €,GB4,2019
Filipe Morais,Oldham Athletic,350 tys. €,GB4,2019
Gavin Reilly,Cheltenham Town,350 tys. €,GB4,2019
Mark Howard,Salford City,300 tys. €,GB4,2019
Tom Nichols,Cheltenham Town,300 tys. €,GB4,2019
Jonathan Mitchell,Macclesfield Town FC,250 tys. €,GB4,2019
Conor Shaughnessy,Mansfield Town,250 tys. €,GB4,2019
Matt Palmer,Bradford City,250 tys. €,GB4,2019
Nathan Thomas,Carlisle United,250 tys. €,GB4,2019
Stephen Walker,Crewe Alexandra,250 tys. €,GB4,2019
Tyreeq Bakinson,Plymouth Argyle,250 tys. €,GB4,2019
Tafari Moore,Colchester United,200 tys. €,GB4,2019
Theo Robinson,Colchester United,200 tys. €,GB4,2019
Chuma Anene,Crewe Alexandra,200 tys. €,GB4,2019
Anthony Grant,Swindon Town,200 tys. €,GB4,2019
Theo Robinson,Colchester United,200 tys. €,GB4,2019
Jamie Proctor,Scunthorpe United,175 tys. €,GB4,2019
Ben Coker,Cambridge United,150 tys. €,GB4,2019
Rarmani Edmonds-Green,Swindon Town,150 tys. €,GB4,2019
Odin Bailey,Forest Green Rovers,150 tys. €,GB4,2019
Ashley Hunter,Salford City,150 tys. €,GB4,2019
Ryan Inniss,Newport County,150 tys. €,GB4,2019
Rory Gaffney,FC Walsall,150 tys. €,GB4,2019
Junior Brown,Scunthorpe United,150 tys. €,GB4,2019
Jake Jervis,Salford City,150 tys. €,GB4,2019
Jamie Devitt,Bradford City,150 tys. €,GB4,2019
Connor Kirby,Macclesfield Town FC,100 tys. €,GB4,2019
Christoffer Mafoumbi,FC Morecambe,100 tys. €,GB4,2019
Luke McGee,Bradford City,100 tys. €,GB4,2019
Rory Holden,FC Walsall,100 tys. €,GB4,2019
Admiral Muskwe,Swindon Town,100 tys. €,GB4,2019
Jerry Yates,Swindon Town,100 tys. €,GB4,2019
Charlie Lakin,FC Stevenage,100 tys. €,GB4,2019
Jack Rose,FC Walsall,100 tys. €,GB4,2019
George Cooper,Plymouth Argyle,100 tys. €,GB4,2019
Steven Benda,Swindon Town,100 tys. €,GB4,2019
Joe Wollacott,Forest Green Rovers,100 tys. €,GB4,2019
Ian Lawlor,Scunthorpe United,100 tys. €,GB4,2019
Scott Wharton,Northampton Town,100 tys. €,GB4,2019
Sam Smith,Cambridge United,100 tys. €,GB4,2019
Callum Cooke,Bradford City,100 tys. €,GB4,2019
Jordan Green,Newport County,100 tys. €,GB4,2019
Aramide Oteh,Bradford City,100 tys. €,GB4,2019
Jerry Yates,Swindon Town,100 tys. €,GB4,2019
Victor Adeboyejo,Cambridge United,100 tys. €,GB4,2019
Josh Dacres-Cogley,Crawley Town,100 tys. €,GB4,2019
Jake Eastwood,Scunthorpe United,100 tys. €,GB4,2019
George Miller,Scunthorpe United,100 tys. €,GB4,2019
Adam Phillips,FC Morecambe,75 tys. €,GB4,2019
Otis Khan,Newport County,75 tys. €,GB4,2019
Gregor Zabret,Oldham Athletic,75 tys. €,GB4,2019
Carl Piergianni,Oldham Athletic,50 tys. €,GB4,2019
Joshua Kayode,Carlisle United,50 tys. €,GB4,2019
Adam May,Swindon Town,50 tys. €,GB4,2019
Owen Evans,Macclesfield Town FC,50 tys. €,GB4,2019
Owen Evans,Cheltenham Town,50 tys. €,GB4,2019
Emmanuel Dieseruvwe,Oldham Athletic,50 tys. €,GB4,2019
Ashley Smith-Brown,Oldham Athletic,-,GB4,2019
Paul Mullin,Cambridge United,-,GB4,2019
Shaun Miller,FC Morecambe,-,GB4,2019
Dale Gorman,Newport County,-,GB4,2019
Cameron Burgess,Salford City,-,GB4,2019
Conrad Logan,Forest Green Rovers,-,GB4,2019
Mason Bloomfield,Crawley Town,-,GB4,2019
Billy Waters,Newport County,-,GB4,2019
Canice Carroll,Carlisle United,-,GB4,2019
Ryan Hardie,Plymouth Argyle,-,GB4,2019
Danny Whitehead,Macclesfield Town FC,-,GB4,2019
Lloyd Jones,Northampton Town,-,GB4,2019
Craig Mackail-Smith,FC Stevenage,-,GB4,2019
Mitchell Clark,Port Vale FC,-,GB4,2019
Jonny Smith,Oldham Athletic,-,GB4,2019
Anthony Driscoll-Glennon,Grimsby Town,-,GB4,2019
Jordan Lawrence-Gabriel,Scunthorpe United,-,GB4,2019
Andy Fisher,Northampton Town,-,GB4,2019
Marcus Dewhurst,Carlisle United,-,GB4,2019
Cameron Pring,FC Walsall,-,GB4,2019
Ryan Cooney,FC Morecambe,-,GB4,2019
Kell Watts,FC Stevenage,-,GB4,2019
Oladapo Afolayan,Mansfield Town,-,GB4,2019
Olufela Olomola,Carlisle United,-,GB4,2019
Josh Grant,Plymouth Argyle,-,GB4,2019
Callum Morton,Northampton Town,-,GB4,2019
Michael Luyambula,Crawley Town,-,GB4,2019
Josh Benson,Grimsby Town,-,GB4,2019
Jacob Greaves,Cheltenham Town,-,GB4,2019
Jack Evans,Mansfield Town,-,GB4,2019
Ryan Loft,Carlisle United,-,GB4,2019
Corey O'Keeffe,Macclesfield Town FC,-,GB4,2019
Diallang Jaiyesimi,Swindon Town,-,GB4,2019
Tom McGill,Crawley Town,-,GB4,2019
Harvey Bradbury,FC Morecambe,-,GB4,2019
Sam Hughes,Salford City,-,GB4,2019
Liam Gibson,Grimsby Town,-,GB4,2019
Christian N'Guessan,Oldham Athletic,-,GB4,2019
Luke Burgess,Salford City,-,GB4,2019
Elias Sörensen,Carlisle United,-,GB4,2019
Jake Taylor,Port Vale FC,-,GB4,2019
Max Sheaf,Cheltenham Town,-,GB4,2019
Jake Doyle-Hayes,Cheltenham Town,-,GB4,2019
Nathan Sheron,FC Walsall,-,GB4,2019
Jayden Richardson,Exeter City,-,GB4,2019
Dylan Connolly,Bradford City,-,GB4,2019
Michael Nottingham,Crewe Alexandra,-,GB4,2019
Taylor Maloney,Newport County,-,GB4,2019
Idris El Mizouni,Cambridge United,-,GB4,2019
Jack Roles,Cambridge United,-,GB4,2019
Kyle Taylor,Forest Green Rovers,-,GB4,2019
Virgil Gomis,Macclesfield Town FC,-,GB4,2019
Kell Watts,Mansfield Town,-,GB4,2019
Ben Folami,FC Stevenage,-,GB4,2019
James Morton,Forest Green Rovers,-,GB4,2019
Elliot Watt,Carlisle United,-,GB4,2019
Joe Leesley,FC Stevenage,-,GB4,2019
Danny McNamara,Newport County,-,GB4,2019
George Tanner,FC Morecambe,-,GB4,2019
Daniel Ballard,Swindon Town,-,GB4,2019
Alex Palmer,Plymouth Argyle,-,GB4,2019
Regan Slater,Scunthorpe United,-,GB4,2019
Dan Kemp,FC Stevenage,-,GB4,2019
Brendan Wiredu,Colchester United,-,GB4,2019
Ben Liddle,Scunthorpe United,-,GB4,2019
Shilow Tracey,Macclesfield Town FC,-,GB4,2019
Sam French,FC Stevenage,-,GB4,2019
James Olayinka,Northampton Town,-,GB4,2019
George Marsh,Leyton Orient,-,GB4,2019
George Nurse,Newport County,-,GB4,2019
Eddie Clarke,Macclesfield Town FC,-,GB4,2019
Jevani Brown,Forest Green Rovers,-,GB4,2019
George Tanner,Salford City,-,GB4,2019
David Parkhouse,FC Stevenage,-,GB4,2019
Jack Aitchison,Forest Green Rovers,-,GB4,2019
Robbie Cundy,Exeter City,-,GB4,2019
Yannick Bolasie,Aston Villa,"18,00 mln €",GB2,2018
Tammy Abraham,Aston Villa,"10,00 mln €",GB2,2018
Benik Afobe,Stoke City,"10,00 mln €",GB2,2018
Jordan Hugill,FC Middlesbrough,"8,00 mln €",GB2,2018
Tom Carroll,Aston Villa,"7,00 mln €",GB2,2018
Mason Holgate,West Bromwich Albion,"7,00 mln €",GB2,2018
Jordan Rhodes,Norwich City,"6,00 mln €",GB2,2018
Pelé,Nottingham Forest,"6,00 mln €",GB2,2018
Lewis Baker,Leeds United,"5,50 mln €",GB2,2018
Lewis Baker,FC Reading,"5,50 mln €",GB2,2018
Izzy Brown,Leeds United,"5,00 mln €",GB2,2018
Léo Bonatini,Nottingham Forest,"5,00 mln €",GB2,2018
Tomas Kalas,Bristol City,"5,00 mln €",GB2,2018
Scott Hogan,Sheffield United,"5,00 mln €",GB2,2018
Ben Brereton Díaz,Blackburn Rovers,"5,00 mln €",GB2,2018
Ashley Williams,Stoke City,"5,00 mln €",GB2,2018
Muhamed Besic,FC Middlesbrough,"5,00 mln €",GB2,2018
Nélson Oliveira,FC Reading,"5,00 mln €",GB2,2018
Ben Woodburn,Sheffield United,"5,00 mln €",GB2,2018
Nahki Wells,Queens Park Rangers,"4,50 mln €",GB2,2018
Rajiv van La Parra,FC Middlesbrough,"4,00 mln €",GB2,2018
Gary Madine,Sheffield United,"4,00 mln €",GB2,2018
Sam Byram,Nottingham Forest,"4,00 mln €",GB2,2018
Yanic Wildschut,Bolton Wanderers,"4,00 mln €",GB2,2018
Mason Mount,Derby County,"4,00 mln €",GB2,2018
Stefan Johansen,West Bromwich Albion,"4,00 mln €",GB2,2018
Jack Colback,Nottingham Forest,"3,50 mln €",GB2,2018
Tyrone Mings,Aston Villa,"3,50 mln €",GB2,2018
Jack Harrison,Leeds United,"3,50 mln €",GB2,2018
Chris Martin,Hull City,"3,50 mln €",GB2,2018
Saidy Janko,Nottingham Forest,"3,00 mln €",GB2,2018
Josh Onomah,Sheffield Wednesday,"3,00 mln €",GB2,2018
Oliver Norwood,Sheffield United,"3,00 mln €",GB2,2018
Matt Miazga,FC Reading,"3,00 mln €",GB2,2018
Andy King,Derby County,"3,00 mln €",GB2,2018
Kieran Dowell,Sheffield United,"3,00 mln €",GB2,2018
Gil Dias,Nottingham Forest,"3,00 mln €",GB2,2018
Michael Hector,Sheffield Wednesday,"3,00 mln €",GB2,2018
Beni Baningime,Wigan Athletic,"2,50 mln €",GB2,2018
Cuco Martina,Stoke City,"2,50 mln €",GB2,2018
Tomer Hemed,Queens Park Rangers,"2,50 mln €",GB2,2018
Geoff Cameron,Queens Park Rangers,"2,50 mln €",GB2,2018
Ryan Woods,Stoke City,"2,50 mln €",GB2,2018
Diogo Gonçalves,Nottingham Forest,"2,50 mln €",GB2,2018
Tommy Elphick,Hull City,"2,50 mln €",GB2,2018
Marvin Johnson,Sheffield United,"2,00 mln €",GB2,2018
Jonathan Walters,Ipswich Town,"2,00 mln €",GB2,2018
Callum Connolly,Bolton Wanderers,"2,00 mln €",GB2,2018
Ben Marshall,FC Millwall,"1,50 mln €",GB2,2018
Kasey Palmer,Blackburn Rovers,"1,50 mln €",GB2,2018
Jefferson Montero,West Bromwich Albion,"1,50 mln €",GB2,2018
Collin Quaner,Ipswich Town,"1,50 mln €",GB2,2018
Marc Pugh,Hull City,"1,50 mln €",GB2,2018
Gary Gardner,Birmingham City,"1,50 mln €",GB2,2018
Saeid Ezatolahi,FC Reading,"1,50 mln €",GB2,2018
George Saville,FC Middlesbrough,"1,50 mln €",GB2,2018
Kasey Palmer,Bristol City,"1,50 mln €",GB2,2018
Todd Kane,Hull City,"1,25 mln €",GB2,2018
Danny Batth,FC Middlesbrough,"1,00 mln €",GB2,2018
Kortney Hause,Aston Villa,"1,00 mln €",GB2,2018
Lee Evans,Wigan Athletic,"1,00 mln €",GB2,2018
Tayo Edun,Ipswich Town,"1,00 mln €",GB2,2018
Axel Tuanzebe,Aston Villa,"1,00 mln €",GB2,2018
Ryan Leonard,FC Millwall,"1,00 mln €",GB2,2018
Will Keane,Ipswich Town,"1,00 mln €",GB2,2018
Sam McQueen,FC Middlesbrough,"1,00 mln €",GB2,2018
Molla Wagué,Nottingham Forest,"1,00 mln €",GB2,2018
Emiliano Martínez,FC Reading,"1,00 mln €",GB2,2018
André Moreira,Aston Villa,"1,00 mln €",GB2,2018
Fikayo Tomori,Derby County,"1,00 mln €",GB2,2018
Callum Connolly,Wigan Athletic,"1,00 mln €",GB2,2018
Harrison Reed,Blackburn Rovers,"1,00 mln €",GB2,2018
Achraf Lazaar,Sheffield Wednesday,"1,00 mln €",GB2,2018
Tosin Adarabioyo,West Bromwich Albion,"1,00 mln €",GB2,2018
James Bree,Ipswich Town,"1,00 mln €",GB2,2018
Cameron Carter-Vickers,Swansea City,"1,00 mln €",GB2,2018
Ovie Ejaria,FC Reading,900 tys. €,GB2,2018
Omar Bogle,Birmingham City,750 tys. €,GB2,2018
Tom Bradshaw,FC Millwall,750 tys. €,GB2,2018
Ben Amos,FC Millwall,750 tys. €,GB2,2018
Josh Sims,FC Reading,750 tys. €,GB2,2018
Alex Pearce,FC Millwall,750 tys. €,GB2,2018
Leon Clarke,Wigan Athletic,750 tys. €,GB2,2018
Dan Burn,Wigan Athletic,750 tys. €,GB2,2018
Jordan Graham,Ipswich Town,500 tys. €,GB2,2018
Rolando Aarons,Sheffield Wednesday,500 tys. €,GB2,2018
Matthew Pennington,Ipswich Town,500 tys. €,GB2,2018
Antonee Robinson,Wigan Athletic,500 tys. €,GB2,2018
Joe Williams,Bolton Wanderers,500 tys. €,GB2,2018
Jonathan Grounds,Bolton Wanderers,500 tys. €,GB2,2018
Brandon Barker,Preston North End,400 tys. €,GB2,2018
Sean Raggett,Rotherham United,250 tys. €,GB2,2018
Jamal Blackman,Leeds United,250 tys. €,GB2,2018
Christian Walton,Wigan Athletic,250 tys. €,GB2,2018
Callum Elder,Ipswich Town,250 tys. €,GB2,2018
Ryan Manning,Rotherham United,250 tys. €,GB2,2018
Connor Mahoney,Birmingham City,250 tys. €,GB2,2018
Jay Dasilva,Bristol City,250 tys. €,GB2,2018
Dean Henderson,Sheffield United,250 tys. €,GB2,2018
Harvey Barnes,West Bromwich Albion,250 tys. €,GB2,2018
Janoi Donacien,Ipswich Town,250 tys. €,GB2,2018
Richie Towell,Rotherham United,200 tys. €,GB2,2018
Remi Matthews,Bolton Wanderers,200 tys. €,GB2,2018
Marek Rodak,Rotherham United,100 tys. €,GB2,2018
Zak Vyner,Rotherham United,100 tys. €,GB2,2018
Reece James,Wigan Athletic,-,GB2,2018
Christian Doidge,Bolton Wanderers,-,GB2,2018
Brad Lyons,Blackburn Rovers,-,GB2,2018
Trevoh Chalobah,Ipswich Town,-,GB2,2018
Mitchel Candlin,Blackburn Rovers,-,GB2,2018
Rowan Roache,Derby County,-,GB2,2018
Cameron Borthwick-Jackson,Scunthorpe United,"3,00 mln €",GB3,2018
Lee Tomlin,Peterborough United,"2,50 mln €",GB3,2018
Zach Clough,AFC Rochdale,"2,50 mln €",GB3,2018
Zach Clough,AFC Rochdale,"2,50 mln €",GB3,2018
Jacob Butterfield,Bradford City,"2,50 mln €",GB3,2018
David Stockdale,Southend United,"2,00 mln €",GB3,2018
Krystian Bielik,Charlton Athletic,"2,00 mln €",GB3,2018
Joe Mason,FC Portsmouth,"1,50 mln €",GB3,2018
David Meyler,Coventry City,"1,50 mln €",GB3,2018
George Thorne,Luton Town,"1,50 mln €",GB3,2018
Jerome Sinclair,Oxford United,"1,50 mln €",GB3,2018
Jerome Sinclair,AFC Sunderland,"1,50 mln €",GB3,2018
James Husband,Fleetwood Town,"1,00 mln €",GB3,2018
David Stockdale,Wycombe Wanderers,"1,00 mln €",GB3,2018
David Stockdale,Coventry City,"1,00 mln €",GB3,2018
Luke Garbutt,Oxford United,"1,00 mln €",GB3,2018
Andre Green,FC Portsmouth,"1,00 mln €",GB3,2018
Jamie Ward,Charlton Athletic,"1,00 mln €",GB3,2018
Josh Cullen,Charlton Athletic,"1,00 mln €",GB3,2018
Alex Baptiste,Luton Town,"1,00 mln €",GB3,2018
Jason Cummings,Peterborough United,800 tys. €,GB3,2018
Jason Cummings,Luton Town,800 tys. €,GB3,2018
Max Power,AFC Sunderland,750 tys. €,GB3,2018
Stephen Henderson,Wycombe Wanderers,750 tys. €,GB3,2018
Leonardo Lopes,FC Gillingham,750 tys. €,GB3,2018
Stuart O'Keefe,Plymouth Argyle,750 tys. €,GB3,2018
Eunan O'Kane,Luton Town,750 tys. €,GB3,2018
Jason Holt,Fleetwood Town,750 tys. €,GB3,2018
Lewis Morgan,AFC Sunderland,750 tys. €,GB3,2018
Cauley Woodrow,FC Barnsley,750 tys. €,GB3,2018
Jamie Walker,Peterborough United,750 tys. €,GB3,2018
Janoi Donacien,Accrington Stanley,750 tys. €,GB3,2018
Ahmed Kashi,Oxford United,700 tys. €,GB3,2018
Greg Docherty,Shrewsbury Town,600 tys. €,GB3,2018
Danny Lafferty,Peterborough United,500 tys. €,GB3,2018
Bright Enobakhare,Coventry City,500 tys. €,GB3,2018
Devante Cole,Burton Albion,500 tys. €,GB3,2018
Matt Macey,Plymouth Argyle,500 tys. €,GB3,2018
Chris Maxwell,Charlton Athletic,500 tys. €,GB3,2018
Jed Steer,Charlton Athletic,500 tys. €,GB3,2018
Omar Bogle,FC Portsmouth,500 tys. €,GB3,2018
Jordan Graham,Oxford United,500 tys. €,GB3,2018
Aaron Ramsdale,AFC Wimbledon,500 tys. €,GB3,2018
Tommy Spurr,Fleetwood Town,500 tys. €,GB3,2018
Ricky Holmes,FC Gillingham,500 tys. €,GB3,2018
Matt Jarvis,FC Walsall,500 tys. €,GB3,2018
James Vaughan,FC Portsmouth,500 tys. €,GB3,2018
George Thomas,Scunthorpe United,500 tys. €,GB3,2018
Taylor Moore,Southend United,500 tys. €,GB3,2018
David Wheeler,FC Portsmouth,500 tys. €,GB3,2018
Tony McMahon,Scunthorpe United,500 tys. €,GB3,2018
Connor Randall,AFC Rochdale,500 tys. €,GB3,2018
Fred Onyedinma,Wycombe Wanderers,500 tys. €,GB3,2018
Ricky Holmes,Oxford United,500 tys. €,GB3,2018
Harry Bunn,Southend United,500 tys. €,GB3,2018
Joel Coleman,Shrewsbury Town,500 tys. €,GB3,2018
Charlie Colkett,Shrewsbury Town,400 tys. €,GB3,2018
Ben Heneghan,FC Blackpool,400 tys. €,GB3,2018
Graham Burke,FC Gillingham,350 tys. €,GB3,2018
Billy King,FC Gillingham,350 tys. €,GB3,2018
Josh Clarke,Burton Albion,350 tys. €,GB3,2018
Jack Payne,Bradford City,350 tys. €,GB3,2018
Samir Carruthers,Oxford United,350 tys. €,GB3,2018
Kyle Dempsey,Peterborough United,350 tys. €,GB3,2018
Ched Evans,Fleetwood Town,350 tys. €,GB3,2018
David Ball,Bradford City,300 tys. €,GB3,2018
Jimmy Dunne,AFC Sunderland,300 tys. €,GB3,2018
Jak Alnwick,Scunthorpe United,250 tys. €,GB3,2018
Paul Downing,Doncaster Rovers,250 tys. €,GB3,2018
Joseph Dodoo,FC Blackpool,250 tys. €,GB3,2018
Kane Wilson,FC Walsall,250 tys. €,GB3,2018
Stephen Humphrys,Scunthorpe United,250 tys. €,GB3,2018
Jordan Smith,FC Barnsley,250 tys. €,GB3,2018
Bryn Morris,Wycombe Wanderers,250 tys. €,GB3,2018
Connor Ripley,Accrington Stanley,250 tys. €,GB3,2018
Viv Solomon-Otabor,FC Portsmouth,250 tys. €,GB3,2018
Tom Pearce,Scunthorpe United,250 tys. €,GB3,2018
Andy Lonergan,AFC Rochdale,250 tys. €,GB3,2018
Iké Ugbo,Scunthorpe United,250 tys. €,GB3,2018
Connor Ronan,FC Walsall,250 tys. €,GB3,2018
Paul Smyth,Accrington Stanley,250 tys. €,GB3,2018
Ben Purrington,Charlton Athletic,250 tys. €,GB3,2018
Marcus Browne,Oxford United,250 tys. €,GB3,2018
Ben Purrington,AFC Wimbledon,250 tys. €,GB3,2018
Mike-Steven Bähre,FC Barnsley,250 tys. €,GB3,2018
Matt Ingram,Wycombe Wanderers,250 tys. €,GB3,2018
Ethan Ebanks-Landell,AFC Rochdale,250 tys. €,GB3,2018
Josh Emmanuel,Shrewsbury Town,200 tys. €,GB3,2018
Oscar Threlkeld,Plymouth Argyle,200 tys. €,GB3,2018
Harry Souttar,Fleetwood Town,200 tys. €,GB3,2018
Conor Chaplin,Coventry City,200 tys. €,GB3,2018
Ben Thompson,FC Portsmouth,200 tys. €,GB3,2018
Michael Ihiekwe,Accrington Stanley,150 tys. €,GB3,2018
Jonathan Mitchell,Shrewsbury Town,150 tys. €,GB3,2018
